City,Industry,Average_Salary
"Baltimore ",Recruitment,100000.0000
"Baltimore ",Retail,40000.0000
"Baltimore ","Social Work",83500.0000
"Baltimore ","Utilities & Telecommunications",155000.0000
"Baltimore Metro","Education (Higher Education)",53000.0000
"Baltimore suburb ","Engineering or Manufacturing",91000.0000
Bangalore,"Business or Consulting",6600.0000
Bangalore,Computing/Tech,100000.0000
Bangkok,Computing/Tech,52000.0000
Bangkok,"Marketing, Advertising & PR",50500.0000
Bangkok,Retail,30000.0000
Banglore,"Engineering or Manufacturing",10000.0000
Bangor,"Accounting, Banking & Finance",43720.0000
Bangor,"Education (Higher Education)",58500.0000
Bangor,"Engineering or Manufacturing",45000.0000
Bangor,Nonprofits,39000.0000
Bangor,"Science ",76000.0000
Bangor,"Social Work",28080.0000
"Bangor ","Education (Primary/Secondary)",22000.0000
"Banja Luka","Marketing, Advertising & PR",6500.0000
Bannockburn,"Business or Consulting",72500.0000
Barcelona,"Accounting, Banking & Finance",30.0000
Barcelona,Computing/Tech,47000.0000
Barcelona,"Education (Primary/Secondary)",40000.0000
Barcelona,"Engineering or Manufacturing",60000.0000
Barcelona,"Game Development",48000.0000
Barcelona,"Health care",55000.0000
Barcelona,"Hospitality & Events",23500.0000
Barcelona,"Marketing, Advertising & PR",35500.0000
Barcelona,"Media & Digital",71000.0000
Barcelona,Nonprofits,36000.0000
Barcelona,Recruitment,40000.0000
Barcelona,"Transport or Logistics",40000.0000
"Barcelona ",Translation,8000.0000
Bardstown,Retail,29000.0000
Barnstable,"Accounting, Banking & Finance",37700.0000
Barnstable,"Agriculture or Forestry",60000.0000
Barnstable,"Government and Public Administration",72000.0000
Barrie,"Health care",96000.0000
Barrie,Law,57500.0000
Barrie,"Media & Digital",72000.0000
Barrington,Nonprofits,52500.0000
Bartlesville,"Oil and Gas",160000.0000
Bartlett,Recruitment,55000.0000
Barxelona,"Utilities & Telecommunications",57000.0000
Basel,"Chemical Manufacturing",110000.0000
Basel,"Education (Higher Education)",68000.0000
Basel,"Government and Public Administration",125000.0000
Basel,"Health care",115000.0000
Basel,"Media & Digital",60000.0000
BASEL,Retail,55.0000
Basingstoke,Aviation,52400.0000
"Basingstoke ",Computing/Tech,75000.0000
"Basking Ridge",Computing/Tech,60000.0000
"Basking Ridge",Nonprofits,31000.0000
"Basking Ridge","Utilities & Telecommunications",75000.0000
Batangas,"Engineering or Manufacturing",264.0000
Batavia,"Agriculture or Forestry",66250.0000
Batavia,"Government and Public Administration",80832.5000
Batavia,"Marketing, Advertising & PR",35500.0000
Batesville,Law,85000.0000
Batesville,Medical,133000.0000
Bathesda,"Corporate Sustainability ",110000.0000
"Baton Rouge","Accounting, Banking & Finance",65250.0000
"Baton Rouge",Computing/Tech,81600.0000
"Baton Rouge","Education (Other)",52500.0000
"Baton Rouge","Education (Primary/Secondary)",98000.0000
"Baton Rouge","Engineering or Manufacturing",96262.0000
"Baton Rouge",Entertainment,65520.0000
"Baton Rouge","Environmental Consulting",54000.0000
"Baton Rouge","Government and Public Administration",62333.3333
"Baton Rouge","Health care",43100.0000
"Baton Rouge",Law,73000.0000
"Baton Rouge","Marketing, Advertising & PR",65000.0000
"Baton Rouge","Media & Digital",40000.0000
"Baton Rouge",Recruitment,67800.0000
"Baton Rouge","Utilities & Telecommunications",70000.0000
"Baton Rouge ","Engineering or Manufacturing",61800.0000
"Baton Rouge ",Recruitment,118560.0000
Bay,Computing/Tech,70000.0000
Bay,"Education (Higher Education)",45000.0000
Bay,"Hospitality & Events",13000.0000
Bay,"Transport or Logistics",54080.0000
"Bay area","Agriculture or Forestry",74000.0000
"Bay Area",Biotech,118000.0000
"Bay Area","Business or Consulting",117500.0000
"Bay Area",Computing/Tech,133800.0000
"Bay Area","Education (Higher Education)",80200.0000
"Bay Area","Education (Primary/Secondary)",64000.0000
"Bay Area","Engineering or Manufacturing",89500.0000
"Bay Area",Entertainment,140000.0000
"Bay Area","Food Manufacturing",58240.0000
"Bay Area","Health care",158000.0000
"Bay Area",Insurance,80000.0000
"Bay Area",Nonprofits,125000.0000
"Bay Area","Property or Construction",108000.0000
"Bay Area","Staffing agency",160000.0000
"Bay Area","Transport or Logistics",80000.0000
"Bay Area","Video games",130000.0000
"Bay Area ",Nonprofits,90000.0000
"Bay Area ","Social Work",170000.0000
"Bay of Plenty",Insurance,65000.0000
Beachwood,"Education (Higher Education)",50000.0000
Beachwood,Law,73000.0000
Beachwood,"Media & Digital",48000.0000
Beacon,"Marketing, Advertising & PR",60000.0000
Beaufort,Computing/Tech,93000.0000
Beaufort,"Social Work",40000.0000
Beaumont,"Education (Higher Education)",67250.0000
Beaumont,"Engineering or Manufacturing",100000.0000
Beaumont,"Government and Public Administration",65000.0000
Beaumont,Insurance,55000.0000
Beaumont,Retail,26100.0000
Beaverton,"Accounting, Banking & Finance",90000.0000
Beaverton,"Art & Design",93600.0000
Beaverton,Computing/Tech,68625.0000
Beaverton,"Government and Public Administration",120000.0000
Beaverton,"Marketing, Advertising & PR",73000.0000
Beaverton,Nonprofits,50500.0000
Beaverton,"Operational Training",110000.0000
Beaverton,Retail,43130.0000
"Beaverton ",Computing/Tech,114000.0000
"Beaverton ","Data Breach",56410.0000
"Beaverton ","Hospitality & Events",104000.0000
Bedford,Computing/Tech,120000.0000
Bedford,"Engineering or Manufacturing",65152.0000
Bedford,Insurance,59800.0000
Bedford,"Property or Construction",90000.0000
Bedford,Retail,21000.0000
"Bedford ",Computing/Tech,35000.0000
"Bedford ",Nonprofits,40000.0000
"Bedford ","Property or Construction",37500.0000
Bedfordshire,"Accounting, Banking & Finance",80000.0000
Beijing,Computing/Tech,38526.0000
Belfast,"Accounting, Banking & Finance",29000.0000
Belfast,Computing/Tech,33427.5000
Belfast,"Education (Higher Education)",24500.0000
Belfast,Environmental,42000.0000
Belfast,"Government and Public Administration",37911.0000
Belfast,"Health care",56000.0000
Belfast,"Marketing, Advertising & PR",35000.0000
Belfast,Nonprofits,78000.0000
"Belfast ",Pharmaceutical,53000.0000
Belleville,"Law Enforcement & Security",104640.0000
Belleville,Retail,80000.0000
Bellevue,"Art & Design",115000.0000
Bellevue,"Business or Consulting",122000.0000
Bellevue,Computing/Tech,129416.6667
Bellevue,"Customer Service",41600.0000
Bellevue,"Education (Higher Education)",46750.0000
Bellevue,"Engineering or Manufacturing",62400.0000
Bellevue,Entertainment,112500.0000
Bellevue,"Government and Public Administration",90000.0000
Bellevue,"Marketing, Advertising & PR",91500.0000
Bellevue,Nonprofits,63428.0000
Bellevue,"Property or Construction",40320.0000
Bellevue,"Real Estate",120000.0000
Bellevue,Recruitment,96500.0000
Bellevue,Retail,75110.0000
Bellevue,"Utilities & Telecommunications",96635.0000
"Bellevue ",Computing/Tech,74350.0000
"Bellevue ","Health care",70000.0000
"Bellevue ",Telecommunication,78894.0000
Bellingham,"Accounting, Banking & Finance",85000.0000
Bellingham,Computing/Tech,104525.0000
Bellingham,"Education (Higher Education)",80000.0000
Bellingham,"Health care",49000.0000
Bellingham,"Hospitality & Events",31200.0000
Bellingham,Nonprofits,59000.0000
Bellingham,"Property or Construction",47840.0000
"Bellingham ","Government and Public Administration",93000.0000
Belmont,Academic,36883.0000
Belmont,Landscaping,58240.0000
Belmont,Religion,49500.0000
"Belo Horizonte",Computing/Tech,135200.0000
Beltsville,Biotech,90000.0000
Bemidji,"Accounting, Banking & Finance",34500.0000
Bemidji,"Health care",62400.0000
Bemidji,Law,95000.0000
"Bemidji ","Engineering or Manufacturing",85000.0000
Bend,Computing/Tech,50000.0000
Bend,Nonprofits,46960.0000
Bend,"Real Estate",38563.0000
Bennettsville,"Education (Primary/Secondary)",70000.0000
Bennington,"Art & Design",65000.0000
Bennington,Computing/Tech,120000.0000
Bennington,"Education (Higher Education)",123000.0000
Bensenville,"Property or Construction",60000.0000
Benton,"Agriculture or Forestry",42000.0000
Benton,"Government and Public Administration",50000.0000
"Benton harbor","Engineering or Manufacturing",128000.0000
"Benton Harbor ",Sales,96000.0000
Bentonville,Computing/Tech,77229.5000
Bentonville,"Education (Primary/Secondary)",51000.0000
Bentonville,Retail,117000.0000
Bentonville,"Transport or Logistics",52000.0000
Bentonville,Unknown,98000.0000
"Bentonville ","Media & Digital",47500.0000
"Bentonville ","Transport or Logistics",170000.0000
Berea,"Education (Higher Education)",72500.0000
Bergen,Automotive,97000.0000
Bergen,"Education (Higher Education)",48000.0000
Bergen,"Engineering or Manufacturing",134000.0000
Bergen,Entertainment,118000.0000
Bergen,"Government and Public Administration",45427.0000
Berkley,"Business or Consulting",87000.0000
Berkley,Computing/Tech,119500.0000
Berkley,"Education (Higher Education)",64866.6667
Berkley,"Government and Public Administration",100933.3333
Berkley,"Marketing, Advertising & PR",91500.0000
Berkley,"Media & Digital",85000.0000
Berkley,Music,56000.0000
Berkley,Nonprofits,111750.0000
Berkley,Pharmaceutical,114000.0000
Berkley,Recruitment,90000.0000
Berkley,Retail,41000.0000
Berkley,"University research",54000.0000
"Berkley ",Computing/Tech,74618.0000
"Berkley ","Education (Higher Education)",70800.0000
"Berkley ","Health care",131000.0000
"Berkley ","Leisure, Sport & Tourism",78000.0000
"Berkley ","Property or Construction",85000.0000
Berlin,"Accounting, Banking & Finance",70000.0000
Berlin,"Business or Consulting",53700.0000
Berlin,Computing/Tech,78837.5000
Berlin,"Education (Higher Education)",71000.0000
berlin,"Engineering or Manufacturing",34040.0000
Berlin,Entertainment,13000.0000
Berlin,"Health care",80000.0000
Berlin,Law,87000.0000
Berlin,"Marketing, Advertising & PR",100000.0000
Berlin,"Media & Digital",60950.0000
Berlin,Nonprofits,75000.0000
Berlin,Pharmaceutical,82000.0000
Berlin,Retail,51535.0000
Berlin,"Social Work",28800.0000
Berlin,"Transport or Logistics",140000.0000
"Berlin ",Computing/Tech,96000.0000
"Berlin ","Engineering or Manufacturing",84000.0000
"Berlin ",Entertainment,38400.0000
"Berlin ","Government and Public Administration",36000.0000
Berne,"Health care",135000.0000
Berryville,"Health care",38480.0000
Berwick,"Business or Consulting",22880.0000
Berwyn,"Government and Public Administration",60345.0000
Berwyn,"Social Work",45000.0000
Bessemer,"Marketing, Advertising & PR",70000.0000
Betavia,"Marketing, Advertising & PR",43000.0000
Bethel,Nonprofits,51000.0000
Bethesda,"Accounting, Banking & Finance",103000.0000
Bethesda,"Business or Consulting",82071.4286
Bethesda,Computing/Tech,130605.2500
Bethesda,"Education (Higher Education)",41050.0000
Bethesda,"Engineering or Manufacturing",80000.0000
Bethesda,"Government Affairs/Lobbying",59000.0000
Bethesda,"Government and Public Administration",80390.4444
Bethesda,"Health care",142700.0000
Bethesda,Law,90000.0000
Bethesda,"Media & Digital",61.0000
Bethesda,Nonprofits,77700.0000
Bethesda,"Science ",65000.0000
Bethesda,"Staffing agency",63750.0000
"Bethesda ","Government and Public Administration",155000.0000
"Bethesda ","Hospitality & Events",137000.0000
"Bethesda ",Retail,60.0000
Bethlehem,"Education (Higher Education)",67500.0000
Bethlehem,"Engineering or Manufacturing",66000.0000
Bethlehem,"Health care",69000.0000
Bethlehem,"Marketing, Advertising & PR",65000.0000
Bethlehem,"Utilities & Telecommunications",69895.0000
"Bethlehem ",Computing/Tech,65000.0000
"Bethlehem ","Education (Higher Education)",54000.0000
"Bethlehem ",Nonprofits,50000.0000
"Bethlehem ",Recruitment,147000.0000
"Bettendorf ","Social Work",45150.0000
Beverly,"Engineering or Manufacturing",89000.0000
"Beverly Hills",Nonprofits,45760.0000
"Beverly Hills",Retail,44200.0000
"Beverly Hills ","Health care",65000.0000
Biddeford,"Education (Higher Education)",42000.0000
Biddeford,Retail,36400.0000
Bigfork,"Accounting, Banking & Finance",62088.0000
Bilbao,"Business or Consulting",51.0000
Billingham,"Accounting, Banking & Finance",34840.0000
Billingham,"Environmental Consulting",42000.0000
Billingham,"Government and Public Administration",53040.0000
Billingham,"Marketing, Advertising & PR",45000.0000
"Billingham ",Pharmaceutical,38600.0000
Biloxi,Military,46000.0000
Binghamton,"Education (Higher Education)",57500.0000
Binghamton,"Education (Primary/Secondary)",63000.0000
Binghamton,"Government and Public Administration",35580.0000
Binghamton,"Marketing, Advertising & PR",43780.0000
Birmingham,"Accounting, Banking & Finance",70900.0000
Birmingham,"Art & Design",54.0000
birmingham,"Business or Consulting",59000.0000
Birmingham,Computing/Tech,69932.2000
Birmingham,"Data Analytics",55000.0000
Birmingham,"Education (Higher Education)",48786.2000
Birmingham,"Education (Other)",27000.0000
Birmingham,"Education (Primary/Secondary)",23541.0000
Birmingham,"Engineering or Manufacturing",60750.0000
Birmingham,Entertainment,24321.0000
Birmingham,"Government and Public Administration",34116.6667
Birmingham,"Health care",48992.6667
Birmingham,Insurance,33600.0000
Birmingham,Law,54333.3333
Birmingham,"Marketing, Advertising & PR",51250.0000
Birmingham,"Media & Digital",33541.0000
Birmingham,Nonprofits,49265.3333
Birmingham,"Property or Construction",46801.5000
Birmingham,Retail,66000.0000
Birmingham,"Transport or Logistics",55000.0000
Birmingham,"Utilities & Telecommunications",33500.0000
"Birmingham ",Academic,35600.0000
"Birmingham ",Computing/Tech,60000.0000
"Birmingham ","Education (Higher Education)",39575.6667
"Birmingham ","Engineering or Manufacturing",30000.0000
"Birmingham ","Government and Public Administration",27500.0000
"Birmingham ",Insurance,43500.0000
"Birmingham ","Marketing, Advertising & PR",44500.0000
"Birmingham ",Nonprofits,37200.0000
"Birmingham ",Retail,44666.6667
"Birmingham ","STEM research",40000.0000
"Birmingham ","Transport or Logistics",24000.0000
Bishop,"Engineering or Manufacturing",74000.0000
"Bishop ","Health care",118268.0000
Bismarck,Environmental,87880.0000
Bismarck,"Government and Public Administration",61032.0000
Bismarck,"Health care",72000.0000
Blackpool,"Education (Primary/Secondary)",44000.0000
Blackpool,"Transport or Logistics",20800.0000
Blacksburg,Computing/Tech,160000.0000
Blacksburg,"Education (Higher Education)",52000.0000
Blacksburg,"Health care",80000.0000
Blacksburg,"Hospitality & Events",35000.0000
Blaine,"Accounting, Banking & Finance",60000.0000
Blaine,"Engineering or Manufacturing",85000.0000
Blaine,"Social Work",72000.0000
Bloomfield,"Business or Consulting",70000.0000
Bloomfield,Nonprofits,50000.0000
"Bloomfield Hills",Architecture,53000.0000
"Bloomfield Hills","Art & Design",36000.0000
"Bloomfield Hills","Business or Consulting",55.0000
"Blooming Prairie","Engineering or Manufacturing",42500.0000
Bloomington,"Accounting, Banking & Finance",110000.0000
Bloomington,"Art & Design",67000.0000
Bloomington,Computing/Tech,82666.6667
Bloomington,"Education (Higher Education)",45735.1000
Bloomington,"Education (Other)",54500.0000
Bloomington,"Engineering or Manufacturing",57845.0000
Bloomington,"Government and Public Administration",83750.0000
Bloomington,"Health care",72873.8000
Bloomington,Insurance,80556.2000
Bloomington,Library,42000.0000
Bloomington,"Marketing, Advertising & PR",54075.0000
Bloomington,Nonprofits,51500.0000
Bloomington,Pharmaceutical,50000.0000
Bloomington,"Property or Construction",38000.0000
Bloomington,Recruitment,40000.0000
Bloomington,Retail,86000.0000
"Bloomington ","Accounting, Banking & Finance",60000.0000
"Bloomington ",Architecture,96000.0000
"Bloomington ",Computing/Tech,74000.0000
"Bloomington ","Education (Higher Education)",56500.0000
"Bloomington ",Entertainment,111300.0000
"Bloomington ",Insurance,101500.0000
"Bloomington ",Library,70000.0000
"Bloomington ","Utilities & Telecommunications",71000.0000
"Blue Bell","Health care",75000.0000
"Blue Bell",Insurance,74000.0000
Bluffdale,Retail,56000.0000
Bluffton,"Education (Higher Education)",37926.0000
Bluffton,"Education (Primary/Secondary)",54000.0000
Boardman,"Engineering or Manufacturing",95000.0000
"Boca Chica","Engineering or Manufacturing",76000.0000
"Boca Raton","Accounting, Banking & Finance",96642.0000
"Boca Raton",Computing/Tech,165000.0000
"Boca Raton","Education (Higher Education)",54000.0000
"Boca Raton",Recruitment,125000.0000
"Boca Raton","Social Work",43000.0000
"Boca Raton","Wealth advisor Research",50000.0000
"Boca Raton ",Library,41394.0000
"Boerne ",Retail,23920.0000
Bogota,"Accounting, Banking & Finance",15000.0000
Bogota,"Oil and Gas",25000.0000
Boh,"Health care",8000.0000
Boise,"Accounting, Banking & Finance",54700.0000
Boise,"Agriculture or Forestry",88950.0000
